resource_id,usage_date,utilization_pct,status
bq-2003-team-a,2026-06-21,61.6,running
bq-2003-team-a,2026-06-22,70.6,running
bq-2003-team-a,2026-06-23,33.2,running
bq-2003-team-a,2026-06-24,68.8,running
bq-2003-team-a,2026-06-25,52.9,running
bq-2003-team-a,2026-06-26,44.7,running
bq-2003-team-a,2026-06-27,32.2,running
bq-2003-team-a,2026-06-28,40.0,running
bq-2003-team-a,2026-06-29,32.1,running
bq-2003-team-a,2026-06-30,76.7,running
bq-2003-team-a,2026-07-01,55.8,running
bq-2003-team-a,2026-07-02,79.5,running
bq-2003-team-a,2026-07-03,57.2,running
bq-2003-team-a,2026-07-04,42.7,running
bq-2003-team-a,2026-07-05,67.7,running
bq-2003-team-a,2026-07-06,39.6,running
bq-2003-team-a,2026-07-07,47.8,running
bq-2003-team-a,2026-07-08,69.0,running
bq-2003-team-a,2026-07-09,73.3,running
bq-2003-team-a,2026-07-10,46.6,running
bq-2003-team-a,2026-07-11,36.2,running
bq-2003-team-a,2026-07-12,48.4,running
bq-2003-team-a,2026-07-13,74.5,running
bq-2003-team-a,2026-07-14,67.2,running
bq-2003-team-a,2026-07-15,74.7,running
bq-2003-team-a,2026-07-16,49.3,running
bq-2003-team-a,2026-07-17,78.7,running
bq-2003-team-a,2026-07-18,54.8,running
bq-2003-team-a,2026-07-19,54.9,running
bq-2003-team-a,2026-07-20,76.2,running
bq-2003-team-a,2026-07-21,56.0,running
bq-2003-team-a,2026-07-22,70.1,running
bq-2003-team-a,2026-07-23,66.4,running
bq-2003-team-a,2026-07-24,33.9,running
bq-2003-team-a,2026-07-25,60.1,running
bq-2003-team-a,2026-07-26,71.1,running
bq-2003-team-a,2026-07-27,57.3,running
bq-2003-team-a,2026-07-28,46.1,running
bq-2003-team-a,2026-07-29,34.0,running
bq-2003-team-a,2026-07-30,63.0,running
bq-2003-team-a,2026-07-31,45.3,running
bq-2003-team-a,2026-08-01,60.1,running
bq-2003-team-a,2026-08-02,51.3,running
bq-2003-team-a,2026-08-03,64.5,running
bq-2003-team-a,2026-08-04,47.6,running
bq-2003-team-a,2026-08-05,32.1,running
bq-2003-team-a,2026-08-06,73.5,running
bq-2003-team-a,2026-08-07,47.6,running
bq-2003-team-a,2026-08-08,79.9,running
bq-2003-team-a,2026-08-09,43.7,running
bq-2003-team-a,2026-08-10,79.0,running
bq-2003-team-a,2026-08-11,77.4,running
bq-2003-team-a,2026-08-12,33.8,running
bq-2003-team-a,2026-08-13,61.9,running
bq-2003-team-a,2026-08-14,48.2,running
bq-2003-team-a,2026-08-15,70.1,running
bq-2003-team-a,2026-08-16,64.0,running
bq-2003-team-a,2026-08-17,77.6,running
bq-2003-team-a,2026-08-18,37.1,running
bq-2003-team-a,2026-08-19,60.4,running
bq-2003-team-a,2026-08-20,69.1,running
bq-2003-team-a,2026-08-21,31.7,running
bq-2003-team-a,2026-08-22,33.4,running
bq-2003-team-a,2026-08-23,68.9,running
bq-2003-team-a,2026-08-24,48.3,running
bq-2003-team-a,2026-08-25,49.1,running
bq-2003-team-a,2026-08-26,58.4,running
bq-2003-team-a,2026-08-27,60.3,running
bq-2003-team-a,2026-08-28,64.0,running
bq-2003-team-a,2026-08-29,77.4,running
bq-2003-team-a,2026-08-30,48.6,running
bq-2003-team-a,2026-08-31,68.2,running
bq-2003-team-a,2026-09-01,58.7,running
bq-2003-team-a,2026-09-02,56.5,running
bq-2003-team-a,2026-09-03,49.9,running
bq-2003-team-a,2026-09-04,62.5,running
bq-2003-team-a,2026-09-05,42.5,running
bq-2003-team-a,2026-09-06,35.7,running
bq-2003-team-a,2026-09-07,66.8,running
bq-2003-team-a,2026-09-08,55.0,running
bq-2003-team-a,2026-09-09,49.3,running
bq-2003-team-a,2026-09-10,58.1,running
bq-2003-team-a,2026-09-11,43.1,running
bq-2003-team-a,2026-09-12,43.0,running
bq-2003-team-a,2026-09-13,52.3,running
bq-2003-team-a,2026-09-14,79.8,running
vm-3001-team-c,2026-06-17,44.3,running
vm-3001-team-c,2026-06-18,75.8,running
vm-3001-team-c,2026-06-19,54.6,running
vm-3001-team-c,2026-06-20,36.1,running
vm-3001-team-c,2026-06-21,72.6,running
vm-3001-team-c,2026-06-22,52.6,running
vm-3001-team-c,2026-06-23,74.9,running
vm-3001-team-c,2026-06-24,52.3,running
vm-3001-team-c,2026-06-25,34.4,running
vm-3001-team-c,2026-06-26,64.1,running
vm-3001-team-c,2026-06-27,72.3,running
vm-3001-team-c,2026-06-28,46.0,running
vm-3001-team-c,2026-06-29,47.4,running
vm-3001-team-c,2026-06-30,33.2,running
vm-3001-team-c,2026-07-01,57.1,running
vm-3001-team-c,2026-07-02,74.6,running
vm-3001-team-c,2026-07-03,72.6,running
vm-3001-team-c,2026-07-04,65.6,running
vm-3001-team-c,2026-07-05,76.4,running
vm-3001-team-c,2026-07-06,61.9,running
vm-3001-team-c,2026-07-07,69.7,running
vm-3001-team-c,2026-07-08,55.4,running
vm-3001-team-c,2026-07-09,36.1,running
vm-3001-team-c,2026-07-10,40.0,running
vm-3001-team-c,2026-07-11,36.9,running
vm-3001-team-c,2026-07-12,69.5,running
vm-3001-team-c,2026-07-13,31.3,running
vm-3001-team-c,2026-07-14,57.7,running
vm-3001-team-c,2026-07-15,48.4,running
vm-3001-team-c,2026-07-16,70.2,running
vm-3001-team-c,2026-07-17,57.6,running
vm-3001-team-c,2026-07-18,60.6,running
vm-3001-team-c,2026-07-19,34.3,running
vm-3001-team-c,2026-07-20,45.5,running
vm-3001-team-c,2026-07-21,80.0,running
vm-3001-team-c,2026-07-22,65.9,running
vm-3001-team-c,2026-07-23,56.3,running
vm-3001-team-c,2026-07-24,68.5,running
vm-3001-team-c,2026-07-25,71.2,running
vm-3001-team-c,2026-07-26,33.7,running
vm-3001-team-c,2026-07-27,78.6,running
vm-3001-team-c,2026-07-28,62.1,running
vm-3001-team-c,2026-07-29,52.5,running
vm-3001-team-c,2026-07-30,64.0,running
vm-3001-team-c,2026-07-31,47.2,running
vm-3001-team-c,2026-08-01,73.9,running
vm-3001-team-c,2026-08-02,69.0,running
vm-3001-team-c,2026-08-03,62.0,running
vm-3001-team-c,2026-08-04,39.1,running
vm-3001-team-c,2026-08-05,78.3,running
vm-3001-team-c,2026-08-06,51.6,running
vm-3001-team-c,2026-08-07,75.5,running
vm-3001-team-c,2026-08-08,32.8,running
vm-3001-team-c,2026-08-09,36.2,running
vm-3001-team-c,2026-08-10,37.7,running
vm-3001-team-c,2026-08-11,38.2,running
vm-3001-team-c,2026-08-12,46.1,running
vm-3001-team-c,2026-08-13,65.5,running
vm-3001-team-c,2026-08-14,47.3,running
vm-3001-team-c,2026-08-15,77.0,running
vm-3001-team-c,2026-08-16,74.7,running
vm-3001-team-c,2026-08-17,72.3,running
vm-3001-team-c,2026-08-18,42.5,running
vm-3001-team-c,2026-08-19,61.8,running
vm-3001-team-c,2026-08-20,57.5,running
vm-3001-team-c,2026-08-21,36.3,running
vm-3001-team-c,2026-08-22,45.1,running
vm-3001-team-c,2026-08-23,56.7,running
vm-3001-team-c,2026-08-24,55.1,running
vm-3001-team-c,2026-08-25,38.4,running
vm-3001-team-c,2026-08-26,77.1,running
vm-3001-team-c,2026-08-27,37.7,running
vm-3001-team-c,2026-08-28,62.9,running
vm-3001-team-c,2026-08-29,66.0,running
vm-3001-team-c,2026-08-30,60.3,running
vm-3001-team-c,2026-08-31,72.1,running
vm-3001-team-c,2026-09-01,58.2,running
vm-3001-team-c,2026-09-02,71.3,running
vm-3001-team-c,2026-09-03,31.4,running
vm-3001-team-c,2026-09-04,32.3,running
vm-3001-team-c,2026-09-05,62.1,running
vm-3001-team-c,2026-09-06,58.8,running
vm-3001-team-c,2026-09-07,62.6,running
vm-3001-team-c,2026-09-08,68.3,running
vm-3001-team-c,2026-09-09,50.8,running
vm-3001-team-c,2026-09-10,61.9,running
vm-3001-team-c,2026-09-11,54.9,running
vm-3001-team-c,2026-09-12,61.4,running
vm-3001-team-c,2026-09-13,44.5,running
vm-3001-team-c,2026-09-14,77.8,running
disk-3002-team-a,2026-06-17,1.4,idle
disk-3002-team-a,2026-06-18,2.4,idle
disk-3002-team-a,2026-06-19,2.1,idle
disk-3002-team-a,2026-06-20,0.9,idle
disk-3002-team-a,2026-06-21,0.2,idle
disk-3002-team-a,2026-06-22,0.2,idle
disk-3002-team-a,2026-06-23,1.3,idle
disk-3002-team-a,2026-06-24,1.5,idle
disk-3002-team-a,2026-06-25,0.6,idle
disk-3002-team-a,2026-06-26,1.8,idle
disk-3002-team-a,2026-06-27,0.9,idle
disk-3002-team-a,2026-06-28,2.2,idle
disk-3002-team-a,2026-06-29,2.2,idle
disk-3002-team-a,2026-06-30,2.6,idle
disk-3002-team-a,2026-07-01,2.9,idle
disk-3002-team-a,2026-07-02,0.4,idle
disk-3002-team-a,2026-07-03,1.1,idle
disk-3002-team-a,2026-07-04,1.7,idle
disk-3002-team-a,2026-07-05,1.0,idle
disk-3002-team-a,2026-07-06,1.4,idle
disk-3002-team-a,2026-07-07,0.8,idle
disk-3002-team-a,2026-07-08,0.7,idle
disk-3002-team-a,2026-07-09,0.3,idle
disk-3002-team-a,2026-07-10,0.9,idle
disk-3002-team-a,2026-07-11,1.2,idle
disk-3002-team-a,2026-07-12,1.8,idle
disk-3002-team-a,2026-07-13,0.7,idle
disk-3002-team-a,2026-07-14,2.6,idle
disk-3002-team-a,2026-07-15,0.5,idle
disk-3002-team-a,2026-07-16,1.0,idle
disk-3002-team-a,2026-07-17,1.7,idle
disk-3002-team-a,2026-07-18,0.9,idle
disk-3002-team-a,2026-07-19,2.3,idle
disk-3002-team-a,2026-07-20,1.5,idle
disk-3002-team-a,2026-07-21,1.5,idle
disk-3002-team-a,2026-07-22,1.5,idle
disk-3002-team-a,2026-07-23,0.9,idle
disk-3002-team-a,2026-07-24,0.1,idle
disk-3002-team-a,2026-07-25,2.8,idle
disk-3002-team-a,2026-07-26,1.5,idle
disk-3002-team-a,2026-07-27,2.9,idle
disk-3002-team-a,2026-07-28,0.6,idle
disk-3002-team-a,2026-07-29,1.1,idle
disk-3002-team-a,2026-07-30,0.2,idle
disk-3002-team-a,2026-07-31,1.5,idle
disk-3002-team-a,2026-08-01,2.6,idle
disk-3002-team-a,2026-08-02,2.0,idle
disk-3002-team-a,2026-08-03,1.4,idle
disk-3002-team-a,2026-08-04,1.6,idle
disk-3002-team-a,2026-08-05,2.5,idle
disk-3002-team-a,2026-08-06,1.3,idle
disk-3002-team-a,2026-08-07,2.6,idle
disk-3002-team-a,2026-08-08,2.2,idle
disk-3002-team-a,2026-08-09,2.3,idle
disk-3002-team-a,2026-08-10,1.1,idle
disk-3002-team-a,2026-08-11,1.2,idle
disk-3002-team-a,2026-08-12,1.7,idle
disk-3002-team-a,2026-08-13,0.6,idle
disk-3002-team-a,2026-08-14,1.7,idle
disk-3002-team-a,2026-08-15,0.2,idle
disk-3002-team-a,2026-08-16,1.5,idle
disk-3002-team-a,2026-08-17,2.3,idle
disk-3002-team-a,2026-08-18,0.8,idle
disk-3002-team-a,2026-08-19,3.0,idle
disk-3002-team-a,2026-08-20,2.0,idle
disk-3002-team-a,2026-08-21,0.4,idle
disk-3002-team-a,2026-08-22,2.9,idle
disk-3002-team-a,2026-08-23,1.2,idle
disk-3002-team-a,2026-08-24,2.4,idle
disk-3002-team-a,2026-08-25,1.0,idle
disk-3002-team-a,2026-08-26,2.8,idle
disk-3002-team-a,2026-08-27,2.3,idle
disk-3002-team-a,2026-08-28,0.6,idle
disk-3002-team-a,2026-08-29,1.5,idle
disk-3002-team-a,2026-08-30,1.5,idle
disk-3002-team-a,2026-08-31,0.1,idle
disk-3002-team-a,2026-09-01,0.4,idle
disk-3002-team-a,2026-09-02,1.0,idle
disk-3002-team-a,2026-09-03,1.4,idle
disk-3002-team-a,2026-09-04,1.4,idle
disk-3002-team-a,2026-09-05,1.8,idle
disk-3002-team-a,2026-09-06,1.5,idle
disk-3002-team-a,2026-09-07,1.0,idle
disk-3002-team-a,2026-09-08,1.8,idle
disk-3002-team-a,2026-09-09,0.5,idle
disk-3002-team-a,2026-09-10,3.0,idle
disk-3002-team-a,2026-09-11,2.2,idle
disk-3002-team-a,2026-09-12,0.9,idle
disk-3002-team-a,2026-09-13,1.0,idle
disk-3002-team-a,2026-09-14,2.5,idle
sql-3003-team-b,2026-06-17,56.6,running
sql-3003-team-b,2026-06-18,65.4,running
sql-3003-team-b,2026-06-19,45.0,running
sql-3003-team-b,2026-06-20,70.8,running
sql-3003-team-b,2026-06-21,48.4,running
sql-3003-team-b,2026-06-22,63.7,running
sql-3003-team-b,2026-06-23,79.0,running
sql-3003-team-b,2026-06-24,59.2,running
sql-3003-team-b,2026-06-25,69.8,running
sql-3003-team-b,2026-06-26,66.3,running
sql-3003-team-b,2026-06-27,64.4,running
sql-3003-team-b,2026-06-28,31.3,running
sql-3003-team-b,2026-06-29,53.7,running
sql-3003-team-b,2026-06-30,78.4,running
sql-3003-team-b,2026-07-01,69.1,running
sql-3003-team-b,2026-07-02,68.8,running
sql-3003-team-b,2026-07-03,58.9,running
sql-3003-team-b,2026-07-04,66.1,running
sql-3003-team-b,2026-07-05,59.2,running
sql-3003-team-b,2026-07-06,38.5,running
sql-3003-team-b,2026-07-07,61.5,running
sql-3003-team-b,2026-07-08,61.0,running
sql-3003-team-b,2026-07-09,72.1,running
sql-3003-team-b,2026-07-10,37.4,running
sql-3003-team-b,2026-07-11,64.0,running
sql-3003-team-b,2026-07-12,31.6,running
sql-3003-team-b,2026-07-13,77.4,running
sql-3003-team-b,2026-07-14,35.5,running
sql-3003-team-b,2026-07-15,30.9,running
sql-3003-team-b,2026-07-16,45.7,running
sql-3003-team-b,2026-07-17,37.6,running
sql-3003-team-b,2026-07-18,64.5,running
sql-3003-team-b,2026-07-19,50.5,running
sql-3003-team-b,2026-07-20,68.7,running
sql-3003-team-b,2026-07-21,76.0,running
sql-3003-team-b,2026-07-22,73.6,running
sql-3003-team-b,2026-07-23,66.8,running
sql-3003-team-b,2026-07-24,33.1,running
sql-3003-team-b,2026-07-25,36.9,running
sql-3003-team-b,2026-07-26,40.4,running
sql-3003-team-b,2026-07-27,46.3,running
sql-3003-team-b,2026-07-28,63.1,running
sql-3003-team-b,2026-07-29,56.3,running
sql-3003-team-b,2026-07-30,45.7,running
sql-3003-team-b,2026-07-31,38.7,running
sql-3003-team-b,2026-08-01,75.6,running
sql-3003-team-b,2026-08-02,47.1,running
sql-3003-team-b,2026-08-03,47.7,running
sql-3003-team-b,2026-08-04,68.6,running
sql-3003-team-b,2026-08-05,66.0,running
sql-3003-team-b,2026-08-06,62.2,running
sql-3003-team-b,2026-08-07,64.7,running
sql-3003-team-b,2026-08-08,60.5,running
sql-3003-team-b,2026-08-09,39.6,running
sql-3003-team-b,2026-08-10,42.3,running
sql-3003-team-b,2026-08-11,57.9,running
sql-3003-team-b,2026-08-12,41.2,running
sql-3003-team-b,2026-08-13,78.6,running
sql-3003-team-b,2026-08-14,44.9,running
sql-3003-team-b,2026-08-15,44.5,running
sql-3003-team-b,2026-08-16,40.4,running
sql-3003-team-b,2026-08-17,65.2,running
sql-3003-team-b,2026-08-18,45.9,running
sql-3003-team-b,2026-08-19,47.4,running
sql-3003-team-b,2026-08-20,76.7,running
sql-3003-team-b,2026-08-21,69.8,running
sql-3003-team-b,2026-08-22,43.7,running
sql-3003-team-b,2026-08-23,36.1,running
sql-3003-team-b,2026-08-24,63.8,running
sql-3003-team-b,2026-08-25,49.0,running
sql-3003-team-b,2026-08-26,79.0,running
sql-3003-team-b,2026-08-27,70.9,running
sql-3003-team-b,2026-08-28,77.7,running
sql-3003-team-b,2026-08-29,70.2,running
sql-3003-team-b,2026-08-30,44.5,running
sql-3003-team-b,2026-08-31,44.4,running
sql-3003-team-b,2026-09-01,65.7,running
sql-3003-team-b,2026-09-02,47.3,running
sql-3003-team-b,2026-09-03,52.1,running
sql-3003-team-b,2026-09-04,42.8,running
sql-3003-team-b,2026-09-05,54.0,running
sql-3003-team-b,2026-09-06,40.1,running
sql-3003-team-b,2026-09-07,56.9,running
sql-3003-team-b,2026-09-08,76.7,running
sql-3003-team-b,2026-09-09,64.8,running
sql-3003-team-b,2026-09-10,36.9,running
sql-3003-team-b,2026-09-11,60.8,running
sql-3003-team-b,2026-09-12,59.3,running
sql-3003-team-b,2026-09-13,42.1,running
sql-3003-team-b,2026-09-14,63.5,running
