provider,account_id,service,resource_id,tag_team,usage_date,cost_amount,currency
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-07-24,3.24,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-07-25,3.18,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-07-26,3.22,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-07-27,3.24,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-07-28,2.83,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-07-29,2.85,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-07-30,2.76,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-07-31,3.17,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-08-01,3.23,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-08-02,2.94,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-08-03,3.07,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-08-04,2.79,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-08-05,3.26,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-08-06,3.22,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-08-07,3.29,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-08-08,3.19,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-08-09,3.23,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-08-10,2.71,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-08-11,3.14,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-08-12,2.9,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-08-13,3.26,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-08-14,3.18,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-08-15,3.22,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-08-16,3.19,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-08-17,2.86,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-08-18,3.17,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-08-19,2.76,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-08-20,3.22,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-08-21,3.22,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-08-22,2.83,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-08-23,3.19,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-08-24,2.98,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-08-25,2.88,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-08-26,3.18,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-08-27,2.84,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-08-28,2.71,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-08-29,2.82,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-08-30,2.9,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-08-31,3.22,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-09-01,3.28,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-09-02,2.87,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-09-03,3.08,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-09-04,2.94,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-09-05,3.29,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-09-06,3.02,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-09-07,3.26,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-09-08,2.77,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-09-09,3.28,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-09-10,2.81,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-09-11,3.28,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-09-12,2.86,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-09-13,2.77,USD
aws,aws-account-01,S3,bucket-1004-s3-team-c,team-c,2026-09-14,2.96,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-06-17,10.46,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-06-18,9.63,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-06-19,10.21,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-06-20,10.02,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-06-21,9.77,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-06-22,10.15,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-06-23,9.51,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-06-24,10.42,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-06-25,9.0,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-06-26,10.85,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-06-27,10.08,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-06-28,10.44,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-06-29,10.48,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-06-30,10.34,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-07-01,9.73,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-07-02,9.14,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-07-03,10.33,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-07-04,9.66,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-07-05,9.63,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-07-06,10.7,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-07-07,10.44,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-07-08,9.6,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-07-09,9.62,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-07-10,9.82,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-07-11,9.8,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-07-12,9.59,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-07-13,9.25,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-07-14,9.84,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-07-15,10.88,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-07-16,10.35,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-07-17,10.81,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-07-18,10.23,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-07-19,9.6,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-07-20,10.1,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-07-21,9.0,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-07-22,9.57,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-07-23,9.86,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-07-24,10.16,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-07-25,10.31,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-07-26,9.93,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-07-27,9.88,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-07-28,9.43,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-07-29,9.95,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-07-30,10.8,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-07-31,10.59,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-08-01,9.34,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-08-02,9.17,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-08-03,10.03,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-08-04,10.27,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-08-05,9.67,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-08-06,10.64,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-08-07,10.5,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-08-08,10.35,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-08-09,9.45,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-08-10,9.4,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-08-11,9.05,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-08-12,9.49,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-08-13,9.95,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-08-14,10.7,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-08-15,9.15,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-08-16,9.83,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-08-17,10.26,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-08-18,9.39,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-08-19,10.39,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-08-20,9.99,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-08-21,9.49,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-08-22,10.31,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-08-23,9.01,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-08-24,10.5,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-08-25,10.54,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-08-26,9.21,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-08-27,9.85,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-08-28,9.35,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-08-29,10.92,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-08-30,10.04,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-08-31,9.1,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-09-01,9.5,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-09-02,10.7,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-09-03,9.91,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-09-04,10.6,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-09-05,10.34,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-09-06,10.98,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-09-07,22.42,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-09-08,10.9,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-09-09,10.78,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-09-10,10.23,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-09-11,10.44,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-09-12,10.01,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-09-13,10.66,USD
gcp,gcp-account-01,Compute Engine,gce-2001-team-b,team-b,2026-09-14,10.1,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-06-17,2.16,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-06-18,2.1,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-06-19,1.99,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-06-20,1.9,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-06-21,1.9,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-06-22,2.06,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-06-23,2.11,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-06-24,2.01,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-06-25,2.05,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-06-26,1.91,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-06-27,1.83,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-06-28,1.91,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-06-29,1.91,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-06-30,1.93,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-07-01,2.02,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-07-02,1.86,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-07-03,1.89,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-07-04,2.08,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-07-05,2.08,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-07-06,1.83,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-07-07,1.96,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-07-08,2.02,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-07-09,1.97,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-07-10,1.88,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-07-11,1.97,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-07-12,2.16,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-07-13,2.03,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-07-14,2.08,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-07-15,2.14,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-07-16,2.11,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-07-17,1.95,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-07-18,1.8,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-07-19,1.94,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-07-20,2.1,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-07-21,2.14,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-07-22,2.18,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-07-23,1.97,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-07-24,2.1,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-07-25,2.02,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-07-26,2.04,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-07-27,1.89,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-07-28,1.89,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-07-29,1.97,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-07-30,1.81,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-07-31,1.93,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-08-01,2.07,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-08-02,1.96,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-08-03,1.87,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-08-04,1.99,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-08-05,1.85,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-08-06,2.05,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-08-07,1.81,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-08-08,1.96,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-08-09,2.03,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-08-10,1.81,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-08-11,2.06,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-08-12,1.85,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-08-13,1.98,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-08-14,1.82,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-08-15,1.95,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-08-16,1.88,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-08-17,1.93,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-08-18,2.1,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-08-19,1.95,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-08-20,2.1,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-08-21,2.13,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-08-22,1.9,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-08-23,1.83,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-08-24,1.81,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-08-25,2.02,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-08-26,2.2,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-08-27,1.94,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-08-28,2.06,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-08-29,2.11,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-08-30,2.06,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-08-31,2.1,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-09-01,2.18,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-09-02,1.88,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-09-03,1.81,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-09-04,1.86,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-09-05,1.85,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-09-06,2.07,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-09-07,2.03,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-09-08,1.89,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-09-09,2.08,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-09-10,2.11,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-09-11,1.87,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-09-12,2.04,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-09-13,2.1,USD
gcp,gcp-account-01,Cloud Storage,gcs-2002-team-c,team-c,2026-09-14,1.85,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-06-17,4.26,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-06-18,4.37,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-06-19,3.69,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-06-20,3.62,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-06-21,3.85,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-06-22,4.14,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-06-23,4.37,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-06-24,3.92,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-06-25,4.17,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-06-26,3.66,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-06-27,4.15,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-06-28,4.1,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-06-29,3.68,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-06-30,4.22,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-07-01,4.28,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-07-02,4.08,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-07-03,3.7,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-07-04,4.39,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-07-05,4.23,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-07-06,3.88,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-07-07,3.94,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-07-08,3.9,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-07-09,4.0,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-07-10,3.87,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-07-11,4.28,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-07-12,4.26,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-07-13,3.68,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-07-14,4.37,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-07-15,4.11,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-07-16,4.26,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-07-17,4.17,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-07-18,3.95,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-07-19,4.19,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-07-20,4.37,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-07-21,3.82,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-07-22,4.25,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-07-23,4.03,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-07-24,3.99,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-07-25,3.95,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-07-26,4.18,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-07-27,3.81,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-07-28,4.28,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-07-29,4.26,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-07-30,3.67,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-07-31,4.31,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-08-01,3.8,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-08-02,3.97,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-08-03,4.09,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-08-04,3.9,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-08-05,3.62,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-08-06,4.28,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-08-07,3.75,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-08-08,3.77,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-08-09,4.24,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-08-10,3.87,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-08-11,4.3,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-08-12,4.16,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-08-13,3.82,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-08-14,3.61,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-08-15,4.36,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-08-16,3.67,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-08-17,4.18,USD
gcp,gcp-account-01,BigQuery,bq-2003-team-a,team-a,2026-08-18,3.99,USD
